"gyros_belt_x","gyros_belt_y","gyros_belt_z","magnet_belt_x","magnet_belt_y","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_y","gyros_arm_z","magnet_arm_x","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","accel_forearm_x","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
-0.03,0,-0.03,21,596,129,-48.8,-41.2,30,-1.72,0.38,662,-256,28.96015827,11.12847187,125.9382784,6,-0.03,78,133,12.6,111,33,-0.22,2.31,-33,-151,-482,736,711,"B"
-0.03,0,-0.03,18,597,125,-49.3,-34.1,28,-1.86,0.36,714,-191,37.37014135,7.612848721,118.8661542,7,-0.02,79,133,10.6,109,36,-0.37,2.44,-18,-167,-450,746,705,"B"
-0.03,0,0,17,600,121,-49.6,-27.5,27,-2.01,0.48,729,-168,36.38029718,10.85091608,118.9691953,7,-0.02,76,133,8.2,106,39,-0.26,2.76,35,-163,-437,753,702,"B"
-0.03,0,0.02,20,600,118,-49.8,-20.8,25,-2.1,0.64,753,-91,36.05660005,16.95433839,116.8994888,7,-0.03,94,133,5.99,104,39,-0.11,2.57,58,-152,-397,767,688,"B"
-0.02,0,0,16,599,115,-49.6,-14.6,24,-2.17,0.72,763,-47,35.77601888,12.21039264,119.0974262,7,-0.03,82,134,4.21,102,37,-0.13,2.02,38,-153,-366,769,684,"B"
0,0,0,18,598,112,-48.9,-7.86,21,-2.2,0.74,774,-12,31.58346421,7.773073656,124.4888037,7,-0.03,86,134,2.45,100,39,-0.22,2.02,31,-162,-350,765,685,"B"
0.02,0,0,15,603,108,-48,-1.44,17,-2.22,0.69,775,50,38.85332163,4.547543618,117.9324616,7,-0.02,86,135,0.76,98.6,41,-0.13,1.88,70,-169,-324,769,661,"B"
0.03,0,-0.02,18,598,103,-46.3,6.37,15,-2.2,0.61,762,113,37.67179274,6.402120904,118.8133149,6,-0.02,84,135,-0.57,97.4,40,-0.03,1.64,67,-163,-311,768,658,"B"
0.03,0.02,0,17,601,84.1,-32.7,35.1,16,-1.77,0.3,636,306,36.82437788,7.506579078,119.4254753,7,-0.02,90,138,-5.15,94.8,40,0.16,0.47,41,-178,-241,760,605,"B"
0.02,0.02,-0.02,17,603,82.5,-30.1,38.6,17,-1.7,0.21,617,332,36.17582181,6.439343737,120.2826889,6,0,94,138,-5.52,94.9,39,0.19,0.26,30,-176,-235,759,601,"B"
-0.02,0,0,19,604,80.3,-25,44.6,17,-1.65,0.25,549,380,36.58371068,13.45548258,117.8775179,7,0,93,139,-5.89,95.9,38,0.27,-0.19,21,-173,-244,757,601,"B"
0,0,0,16,595,79.4,-20.1,49.8,19,-1.56,0.41,483,413,27.61940983,12.14969025,126.7763739,7,0.02,92,139,-5.62,97.9,39,0.31,-0.61,5,-176,-249,754,589,"B"
0.06,0,-0.02,17,607,77.3,-7.57,63.8,21,-1.08,0,242,505,33.09460697,23.85752548,115.7331222,7,0.06,90,138,0.05,108,43,0.13,-1.99,-9,-170,-362,752,611,"B"
0.06,0,0,18,600,77.2,-5.71,66.2,20,-1.03,0.11,196,503,25.17363124,17.67441223,126.0972643,7,0.05,109,137,1.88,110,45,0.06,-2.28,-3,-165,-383,754,616,"B"
0.06,0,-0.02,22,597,77.2,-4.01,68.6,22,-0.96,0.13,167,530,28.59269783,13.40018447,125.3404938,7,0.05,96,137,4.05,112,45,0.05,-2.52,-3,-158,-411,745,625,"B"
0.05,0,-0.02,18,600,77,-0.8,73.4,24,-0.83,-0.18,97,526,38.11988679,9.660332583,117.631066,7,0.05,95,136,8.84,118,45,0.16,-3.03,-5,-146,-477,729,632,"B"
0.03,0,-0.03,27,600,76.7,0.61,75.6,24,-0.79,-0.31,50,534,40.41639647,5.829229915,116.1959486,7,0.05,91,136,11.7,121,47,0.22,-3.28,-17,-148,-497,714,650,"B"
0.02,0,-0.03,23,601,76.1,3.4,80.5,26,-0.63,-0.31,-19,537,29.13164728,16.48678638,123.3646802,7,0.03,96,137,17.8,129,45,0.27,-3.85,-49,-152,-577,644,644,"B"
-0.02,0,-0.05,21,597,76,5.85,85.2,26,-0.59,-0.21,-81,543,36.6463382,9.303084756,119.1612676,8,0.03,102,139,24.4,138,42,0.29,-4.08,-54,-153,-636,582,643,"B"
-0.02,0,-0.05,21,603,76.1,7.26,87.9,28,-0.61,-0.23,-132,537,36.32719259,14.26167796,117.8071737,7,0.03,91,140,27.6,143,40,0.42,-4.3,-54,-148,-670,511,631,"B"
0.02,0,-0.03,21,600,77.8,14,101,33,-0.51,0.05,-292,515,33.34859538,11.93152282,121.5029334,7,0,97,161,43.4,-179,28,-0.06,-4.45,-123,-188,-664,125,496,"B"
0,0.02,-0.02,13,601,78.4,15.6,104,33,-0.37,-0.07,-317,507,37.89173254,14.07770445,116.4040583,8,0,95,169,46.6,-164,25,-0.1,-4.09,-117,-188,-611,-54,440,"B"
0,0.02,-0.02,20,599,78.7,16.6,106,31,-0.22,-0.11,-350,492,35.62294762,11.65110628,119.4361455,7,0,104,176,48.4,-151,23,-0.13,-3.77,-121,-186,-542,-158,390,"B"
0,0,-0.03,19,591,78.7,16.8,107,30,-0.13,-0.2,-359,487,36.40037021,12.85201544,118.2744494,7,0.02,103,179,49.1,-145,23,-0.11,-3.68,-121,-184,-493,-233,353,"B"
0,0.02,-0.03,25,605,78.4,16.9,108,30,-0.03,-0.3,-367,490,34.51420192,14.14421092,119.5525504,7,0.02,102,-177,49.6,-139,22,0,-3.44,-114,-178,-477,-266,334,"B"
0.02,0.02,-0.05,21,596,76.3,15.7,108,30,0.26,-0.33,-349,505,37.34923589,10.44381079,118.1573226,8,0,102,-162,48.1,-113,23,0.11,-2.89,-119,-187,-291,-456,191,"B"
0.05,0.02,-0.07,21,598,75.6,15,107,30,0.31,-0.28,-338,526,34.73716523,16.41413286,118.3578285,7,0,101,-158,46.9,-107,24,0.11,-2.79,-111,-187,-238,-499,145,"B"
0.08,0.02,-0.05,24,599,74.3,13,104,30,0.4,-0.18,-291,530,37,16.8,116.1,7,0,100,-153,43.4,-96.9,26,0.22,-2.71,-84,-202,-159,-570,71,"B"
0.1,0,-0.05,17,603,73.8,11.8,102,30,0.47,-0.11,-255,543,34.92825669,18.53335119,117.1595008,8,-0.02,105,-151,41,-91.9,27,0.24,-2.65,-78,-208,-99,-590,27,"B"
0.08,0.02,-0.03,18,603,71.8,6.3,94.1,32,0.85,-0.34,-130,572,40.08649703,18.39488598,112.5242032,8,0,103,-148,35,-81.1,30,0.24,-2.5,-37,-228,19,-658,-67,"B"
0.06,0.02,-0.03,24,603,71.1,4.07,91.3,32,1,-0.46,-88,576,38.52379836,16.1752866,114.9617962,8,0,106,-148,33.1,-77.7,32,0.19,-2.49,-31,-234,32,-669,-82,"B"
0.06,0.03,-0.02,23,600,70.3,1.21,88,32,1.14,-0.59,-17,581,32.66466994,16.11307624,120.3876193,7,-0.02,107,-147,31.4,-74.7,34,0.14,-2.3,-20,-242,84,-675,-111,"B"
0.03,0.02,-0.03,20,606,68.3,-8.07,77.8,29,1.4,-0.92,181,575,39.40989701,11.17092057,115.9463648,8,-0.03,106,-147,27.3,-66.9,39,0,-1.64,41,-260,166,-702,-161,"B"
0.03,0.02,-0.03,24,595,68,-11.4,74,28,1.43,-0.94,218,568,33.6066585,11.90001214,121.2696813,8,-0.03,111,-147,26.5,-65,39,-0.05,-1.22,47,-263,171,-705,-190,"B"
0.03,0.02,-0.05,34,599,67.9,-15,69.9,26,1.43,-0.92,310,562,38.11413228,14.66602455,115.9655119,8,-0.05,91,-147,26,-63.8,40,-0.08,-0.75,56,-261,194,-706,-195,"B"
0.05,0.03,-0.05,34,607,68.2,-18.8,65.3,24,1.4,-0.9,342,532,37.18525216,17.58472947,115.5714864,8,-0.05,123,-147,25.9,-63,40,-0.1,-0.29,57,-262,193,-707,-204,"B"
0.03,0.02,-0.05,28,602,68.7,-22,61.2,19,1.38,-0.89,424,502,37.54299335,15.9567726,115.9695279,8,-0.06,114,-148,26.1,-62.9,39,-0.06,0.22,58,-256,193,-714,-214,"B"
0.02,0,-0.03,29,605,69.7,-25.6,56.1,16,1.36,-0.87,498,458,35.18123778,11.51206902,119.9053227,8,-0.06,107,-148,26.6,-63.3,38,-0.05,0.61,58,-253,183,-707,-206,"B"
-0.02,0,-0.07,27,603,72.5,-31.6,46.1,12,1.32,-0.79,600,395,30.35164692,10.41456541,124.8820691,8,-0.03,117,-149,28,-65.6,37,0.06,1.32,41,-253,157,-711,-204,"B"
-0.02,0.02,-0.08,27,602,73.3,-33,41.7,10,1.27,-0.71,625,362,29.0450982,8.191567981,126.8362747,7,0,101,-149,29,-67.4,37,0.1,1.59,34,-255,138,-710,-194,"B"
-0.02,0.02,-0.05,25,603,75.7,-36,32.5,10,1.19,-0.52,711,235,27.03024686,17.44483713,124.667654,8,0,98,-151,31.6,-72,34,-0.11,2.17,-21,-243,66,-696,-151,"B"
-0.02,0.02,-0.05,32,599,78,-37.9,27.1,11,1.16,-0.48,730,198,31.59134881,18.75077692,120.0042952,8,-0.02,107,-152,33.3,-74.7,32,-0.27,2.42,-32,-242,41,-690,-133,"B"
0,0.02,-0.05,37,603,83.4,-41.7,16.4,12,1.14,-0.51,759,114,27.06870608,11.28259761,127.6434248,7,-0.02,101,-154,37.4,-81.5,31,-0.42,2.78,-42,-232,-29,-667,-100,"B"
0.03,0,-0.03,29,601,101,-48.3,-12.7,21,1.06,-0.46,747,-104,26.85150597,16.83520192,125.1621733,7,0,123,-165,46.6,-106,27,-0.4,3.47,-80,-217,-304,-483,108,"B"
0,0,-0.03,28,595,112,-49.4,-26.1,24,1.03,-0.28,711,-202,30.54324169,16.36111679,122.1766733,8,0,108,-171,49.3,-119,25,-0.45,3.81,-111,-213,-391,-381,186,"B"
-0.02,0,-0.05,32,598,124,-49.1,-40.8,27,1.03,-0.2,660,-256,31.3,15.5,121.9,7,-0.02,126,-179,51.5,-135,24,-0.59,3.9,-127,-198,-489,-262,291,"B"
-0.02,0,-0.05,30,605,134,-46.9,-52.6,31,1,-0.13,616,-312,31.09834179,13.50479388,122.9927881,8,-0.03,117,171,53,-153,24,-0.69,4.09,-109,-201,-589,-81,420,"B"
0.02,0,-0.03,28,607,137,-45.5,-57.2,32,0.98,-0.1,580,-340,34.92533088,11.82742807,120.0416412,9,0,124,164,52.2,-163,23,-0.51,4.26,-112,-176,-607,-36,443,"B"
0.05,0,-0.03,30,602,140,-44.1,-60.8,34,0.98,-0.07,562,-358,25.46475405,15.97764136,126.8263193,8,0,123,157,50.8,-174,23,-0.39,4.13,-115,-155,-650,57,483,"B"
0.06,0,-0.07,34,606,143,-42.5,-64.8,35,0.96,-0.02,521,-385,21.09888812,16.8335453,129.9274976,7,-0.02,121,153,49,178,27,-0.26,3.82,-131,-151,-671,133,521,"B"
0.08,0,-0.07,38,607,145,-40.8,-68.3,37,0.95,0,478,-409,24.76309777,17.79602086,126.3640505,7,-0.03,116,150,46.5,171,34,-0.13,3.69,-157,-173,-681,183,544,"B"
0.08,0,-0.05,31,602,148,-38.9,-71.6,39,0.9,0.05,456,-424,24.64252029,10.99940877,129.9999105,8,-0.02,131,148,44.1,165,39,-0.14,3.69,-186,-178,-689,257,567,"B"
0.05,0,-0.03,26,601,151,-35.3,-76.9,46,0.75,0.21,373,-460,24.86438935,13.57660799,128.6111281,8,0,124,143,39.3,153,38,-0.53,3.63,-147,-171,-694,368,609,"B"
-0.02,0.02,-0.05,27,607,157,-29.8,-83,49,0.24,0.48,274,-461,21.53259311,8.318818695,133.9485076,9,0,133,136,29.9,132,34,-0.53,3.31,-86,-147,-646,576,690,"B"
-0.03,0,-0.03,35,602,158,-29.3,-83.3,48,0.1,0.38,272,-470,33.57770323,4.546433784,123.1713236,9,0.02,131,135,27.4,128,35,-0.5,3.23,-62,-153,-624,597,693,"B"
-0.02,0,-0.05,33,610,158,-29.4,-83.2,47,-0.02,0.25,273,-476,18.67070962,9.916202199,135.883869,8,0.02,141,135,25.1,125,37,-0.51,3.16,-38,-157,-596,636,698,"B"
-0.03,0,-0.05,32,600,157,-30.6,-82.2,43,-0.16,-0.11,292,-468,27.50604696,10.64813751,127.4835768,9,0,138,135,19.7,117,36,-0.24,3.16,-12,-160,-550,683,695,"B"
-0.05,0,-0.03,31,608,157,-31.6,-81.2,42,-0.24,-0.25,305,-468,23.80158093,8.69740255,131.68071,8,0.02,137,135,16.9,114,37,-0.08,3.13,21,-164,-508,709,680,"B"
-0.14,-0.02,0,26,609,153,-37.2,-71.9,40,-1.19,0.57,428,-406,23.10831881,13.29891685,130.2958974,8,0,143,138,6.67,104,41,0.03,2.67,-4,-186,-401,739,621,"B"
-0.14,0,-0.02,27,607,151,-38.8,-68.1,38,-1.4,0.8,479,-390,17.64498425,11.30852213,136.0573066,8,0.02,138,139,4.41,102,41,-0.08,2.62,19,-185,-353,748,604,"B"
-0.14,0,-0.07,24,608,134,-46.2,-36.7,29,-1.86,0.18,679,-220,13.92582495,9.73195559,140.053747,7,0,145,143,-5.79,90.4,41,0,1.93,114,-199,-174,724,506,"B"
-0.13,0,-0.05,20,610,130,-47,-30.6,29,-1.86,0.2,712,-179,13.35525701,10.67272292,139.9436144,8,0,144,144,-7.22,89.1,41,0.14,1.67,123,-199,-167,724,496,"B"
-0.08,0,-0.02,15,602,123,-48.2,-18.7,24,-1.86,0.2,749,-100,28.56591636,8.586764475,127.1809903,8,0,133,146,-9.67,87.4,41,0.32,1.17,101,-209,-129,707,469,"B"
-0.05,0,0.02,15,612,112,-47.9,-0.89,19,-1.93,0.13,769,34,23.38501116,13.45620348,129.9731331,8,-0.02,132,148,-12.5,86.6,40,0.42,0.45,88,-207,-98,683,421,"B"
-0.05,0,0.05,22,607,107,-46.7,5.59,17,-2.02,0.2,763,89,29.97319826,14.22055978,123.712187,9,-0.02,140,148,-13.1,86.9,40,0.39,0.22,76,-208,-82,685,421,"B"
-0.08,0.02,0,18,611,99.4,-43.1,17.8,16,-2.12,0.28,739,180,24.87638095,15.10327728,127.809461,7,-0.02,132,149,-13.8,88,41,0.32,-0.18,70,-209,-85,681,415,"B"
-0.1,0.02,0.02,21,609,89,-34,34.2,16,-2.01,0.39,650,290,32.52333772,16.04525587,120.5479395,8,-0.06,124,148,-13.3,91.3,42,0.24,-0.88,52,-211,-125,697,417,"B"
-0.1,0.02,0.03,12,611,85.7,-28.7,42.1,17,-1.83,0.36,584,339,28.67360764,17.76981296,123.0763074,9,-0.08,141,147,-11.9,94.7,44,0.1,-1.45,44,-214,-153,705,437,"B"
-0.05,-0.02,0.03,10,599,83.9,-23.9,48.7,18,-1.67,0.48,510,390,25.5593798,15.5122457,126.9989111,7,-0.13,130,146,-9.24,99.4,49,0.14,-2.15,76,-203,-210,717,453,"B"
0,-0.03,0.02,12,602,83.3,-21.5,51.8,19,-1.59,0.48,457,416,22.97372562,13.43578094,130.342357,8,-0.16,128,145,-7.63,103,51,0.34,-2.79,96,-206,-230,719,456,"B"
0,-0.03,-0.02,11,604,82.8,-19.3,54.7,20,-1.51,0.38,438,433,23.1861199,7.667153535,132.6143808,8,-0.16,124,145,-5.65,107,50,0.45,-3.32,62,-203,-283,719,471,"B"
0.02,-0.05,-0.03,13,601,81.7,-15.2,60.4,21,-1.3,0.1,325,472,13.61294737,8.646825129,140.9236748,8,-0.14,116,145,-0.94,115,55,0.35,-3.95,30,-213,-362,704,469,"B"
0.05,0,-0.02,11,601,80.3,-9.86,68.4,23,-1.01,0.07,221,498,14.81437613,1.47607841,142.1908195,7,-0.19,107,145,8.54,129,53,0.08,-4.77,9,-208,-498,636,458,"B"
0.02,-0.02,0,7,599,79.2,-3.53,78.9,26,-0.82,-0.16,50,522,-10.65839969,5.32162692,145.157506,6,-0.22,91,151,22.8,151,45,-0.34,-5.15,-65,-222,-630,458,437,"B"
0,-0.02,0,4,604,78.7,-0.91,83.8,26,-0.71,-0.23,-11,538,-34.24741205,13.09702111,120.2186984,5,-0.31,83,155,30.1,164,39,-0.51,-4.93,-66,-216,-674,298,444,"B"
0.02,0,0,10,607,77.6,2.64,91.1,27,-0.53,-0.39,-106,530,-20.9,11.2,133.3,6,-0.29,84,165,37.8,-176,31,-0.34,-4.95,-92,-216,-652,73,397,"B"
-0.13,0,0.02,43,634,0,0,0,28,-0.39,-0.38,755,-20,68.58112973,-42.2639467,-71.58653046,31,0.8,-56,122,-13.2,89.3,35,-0.55,2.52,136,-156,-279,799,890,"B"
-0.11,0,0,42,629,0,0,0,27,-0.47,-0.44,760,-12,65.53396555,-44.51292444,-72.84776841,31,0.75,-58,123,-15.9,87,36,-0.59,2.83,168,-158,-234,786,875,"B"
-0.1,0,0,39,633,0,0,0,27,-0.56,-0.44,746,11,62.79050739,-45.53398578,-74.68661854,31,0.64,-62,123,-18.5,84.6,37,-0.69,2.73,198,-154,-192,778,871,"B"
-0.05,0,-0.02,38,630,0,0,0,27,-0.67,-0.38,751,26,60.45623832,-47.13045551,-75.6140049,30,0.51,-72,124,-20.6,82.2,37,-0.82,2.5,202,-150,-176,762,877,"B"
0.03,0,-0.02,41,631,0,0,0,25,-0.85,-0.13,744,75,62.09005932,-45.42841873,-75.43620465,31,0.39,-62,125,-24.7,76.8,38,-0.96,2.49,259,-141,-111,737,864,"B"
0.08,0.02,-0.02,38,633,0,0,0,23,-0.93,0.02,736,112,57.39649475,-44.56915866,-80.47593422,31,0.31,-71,126,-26.2,75,39,-0.67,1.81,301,-126,-75,714,859,"B"
0.16,0.02,0,43,631,0,0,0,20,-1.08,0.3,717,174,58.98124255,-43.46377553,-79.87256359,32,0.14,-76,128,-28.3,72.7,31,-0.4,1.28,191,-147,-47,698,829,"B"
0.13,0,0.03,48,628,0,0,0,20,-1.35,0.51,611,311,69.35500365,-38.10374132,-73.83637955,33,0.1,-71,135,-32.6,67.9,33,-0.27,0.95,159,-144,39,638,751,"B"
0.08,-0.02,0.03,47,631,0,0,0,19,-1.33,0.46,601,323,72.4910464,-34.87866135,-72.88194149,35,0.19,-82,136,-32.9,67.3,36,-0.31,0.56,185,-137,48,627,734,"B"
0,0,0.02,43,634,0,0,0,16,-1.43,0.41,534,391,68.1616354,-38.49863318,-74.73645588,33,0.24,-93,137,-32.9,67.9,38,0.1,-0.08,228,-135,49,633,722,"B"
-0.05,0.02,0.03,45,636,0,0,0,20,-1.36,0.28,486,408,68.1437847,-39.70263091,-73.90249683,33,0.22,-90,137,-33,68.8,37,0.29,-0.31,228,-142,46,637,724,"B"
-0.06,0,0.03,50,631,0,0,0,25,-1.24,0.13,472,422,68,-39,-74.5,33,0.19,-96,137,-32.7,70.2,34,0.31,-0.61,203,-146,39,635,730,"B"
-0.11,-0.02,0.02,42,630,0,0,0,20,-1.25,-0.07,423,445,65.89334103,-39.26858319,-76.40751244,33,0.11,-87,136,-32.3,71.6,32,0.26,-0.77,192,-150,26,652,742,"B"
-0.14,-0.02,0,45,630,0,0,0,23,-1.36,-0.2,385,463,63.5870601,-40.37022621,-77.83946241,33,0.05,-89,135,-31.9,73,31,0.31,-0.75,194,-157,13,658,752,"B"
-0.16,-0.02,0,38,628,0,0,0,28,-1.35,-0.21,328,502,64.83835543,-38.90757552,-77.6810157,34,0.02,-85,135,-31.7,74.3,30,0.39,-0.58,194,-168,6,662,754,"B"
-0.18,-0.02,0,35,633,0,0,0,30,-1.22,-0.39,295,503,64.68295833,-38.70119965,-77.97514401,34,-0.02,-93,134,-31.6,75.7,30,0.43,-0.51,192,-175,-2,675,766,"B"
-0.19,-0.02,0,37,627,0,0,0,20,-0.95,0.1,212,544,64.93209568,-38.50583688,-77.87162527,33,-0.02,-84,133,-31.3,78,30,0.32,-0.5,193,-179,-22,685,782,"B"
-0.18,-0.02,0,43,625,0,0,0,29,-1.27,1.13,43,532,65.02798739,-41.09807467,-75.9258856,33,0.05,-81,131,-30.8,81.3,31,0.13,-0.26,185,-193,-36,695,794,"B"
-0.16,-0.02,-0.03,34,632,0,0,0,31,-1.35,1.23,-13,526,62.04415672,-42.38860489,-77.82060101,33,0.06,-76,131,-30.8,81.8,32,0.11,-0.14,198,-189,-46,694,804,"B"
-0.14,-0.02,-0.03,32,627,0,0,0,34,-1.28,1.28,-46,513,61.96649709,-41.79735004,-78.33508153,33,0.06,-75,131,-30.7,82.4,32,0.13,-0.19,208,-184,-53,701,810,"B"
-0.11,-0.02,-0.03,41,630,0,0,0,36,-1.24,1.18,-92,504,63.49115373,-42.70999057,-76.20256266,33,0.06,-74,130,-30.7,82.9,30,0.08,-0.18,187,-187,-47,696,806,"B"
-0.1,-0.02,-0.03,33,627,0,0,0,35,-1.27,1.03,-117,483,63.84172878,-43.86914643,-74.98243254,32,0.06,-66,130,-30.5,83.2,30,-0.03,-0.11,169,-186,-49,703,809,"B"
-0.08,-0.02,-0.05,34,630,0,0,0,33,-1.36,1,-168,466,63.5257418,-43.56866377,-75.51624485,32,0.03,-64,130,-30.5,83.2,31,-0.11,0.06,179,-185,-50,701,810,"B"
-0.05,-0.02,-0.05,28,632,0,0,0,34,-1.43,1,-194,462,61.62293355,-44.56857675,-76.55254833,32,0,-59,130,-30.6,83.1,32,-0.16,0.14,199,-181,-44,697,806,"B"
-0.02,0,-0.03,30,628,0,0,0,38,-1.36,0.92,-264,418,66.1751657,-44.88734097,-71.92824521,32,-0.06,-54,130,-30.4,83.1,31,-0.18,0.02,188,-172,-45,695,813,"B"
0,0,-0.05,37,626,0,0,0,38,-1.24,0.74,-309,400,65.74634944,-43.44574682,-73.46822702,33,-0.03,-45,130,-30.3,83.1,31,-0.19,0.05,190,-170,-42,694,811,"B"
0.03,0,0,26,631,0,0,0,40,-0.83,0.28,-350,374,69.41613227,-44.54300669,-68.9922074,31,-0.06,-45,129,-30.2,82.9,31,-0.16,0.03,213,-157,-43,688,818,"B"
0.06,0.02,0.02,30,629,0,0,0,36,-0.48,-0.34,-382,377,69.44802401,-39.54617932,-72.72795775,33,-0.05,-48,129,-30.1,83.1,29,-0.05,0.02,191,-154,-34,688,821,"B"
0.1,0.02,0.03,36,627,0,0,0,36,-0.29,-0.49,-388,365,70.70461638,-36.99779872,-73.25808341,32,0.02,-47,130,-30.2,83.2,29,-0.03,0.06,189,-156,-31,688,816,"B"
0.11,0.02,0.02,30,632,0,0,0,35,-0.1,-0.52,-391,373,69.33696805,-41.95206658,-71.07187613,31,0,-35,130,-30.3,83.3,30,0,0.1,193,-158,-38,687,812,"B"
0.11,0.02,0.02,32,629,0,0,0,34,0.03,-0.48,-388,380,67.14418469,-50.01388182,-66.73100567,31,-0.03,-46,130,-30.5,83.5,30,0.05,0.13,190,-162,-32,686,814,"B"
0.11,0.02,0,37,631,0,0,0,33,0.1,-0.43,-396,378,65.61934841,-46.38678262,-71.27380148,33,-0.08,-53,130,-30.7,83.6,31,0.06,0.16,197,-163,-27,684,810,"B"
0.11,0.02,0,37,631,0,0,0,33,0.16,-0.36,-394,370,59.85273397,-38.50630979,-82.69079031,33,-0.06,-44,130,-30.8,83.8,31,0.06,0.05,192,-166,-33,690,814,"B"
0.13,0.03,0.02,41,620,0,0,0,34,0.24,-0.25,-382,384,57.51314351,-43.3636122,-81.29904343,31,-0.06,-46,130,-30.8,84,30,0.03,-0.02,184,-169,-27,685,811,"B"
0.18,0.03,0.02,42,626,0,0,0,37,0.67,-0.34,-327,415,60.97336556,-53.81592812,-69.42532065,29,0.02,-53,130,-31.3,84.9,30,0.06,0.03,189,-165,-26,685,815,"B"
0.19,0.03,0.03,41,631,0,0,0,37,0.82,-0.33,-304,430,65.92605982,-52.31456901,-65.92605982,30,-0.06,-41,130,-31.4,85,30,0.05,0.05,188,-166,-29,684,812,"B"
0.21,0.03,0.03,43,631,0,0,0,37,0.96,-0.33,-277,449,65.37461774,-47.45195068,-70.64386702,32,-0.02,-45,130,-31.5,85.2,31,0.05,0.06,194,-168,-37,682,812,"B"
0.21,0.03,0.03,46,627,0,0,0,37,1.14,-0.36,-200,457,65.27135696,-42.43833571,-74.69476456,30,0.19,-31,130,-31.8,85.5,31,0.05,0.05,190,-167,-25,685,807,"B"
0.21,0.02,0.02,48,636,0,0,0,36,1.24,-0.39,-184,477,67,-45.9,-70.3,29,0.16,-47,130,-31.8,85.6,31,0.03,0.02,187,-169,-21,679,813,"B"
-0.11,-0.02,-0.03,36,635,0,0,0,31,-1.49,-0.1,227,489,56.88604586,-51.17480564,-75.54041582,29,0.13,33,131,-34.3,90.4,30,-0.02,0.03,188,-170,-19,683,792,"B"
-0.11,-0.02,0.02,31,624,0,0,0,34,-1.33,1,-35,511,59.69345916,-51.01783786,-73.08535392,29,0.16,49,132,-34.3,90.4,32,-0.06,-0.02,193,-163,-15,673,786,"B"
-0.06,0,-0.02,29,632,0,0,0,34,-1.54,1.43,-128,490,59.97497882,-49.36547702,-74.22251813,29,0.14,54,131,-33.9,90.9,32,0.05,-0.37,178,-151,-25,679,783,"B"
0,0,0,31,629,0,0,0,42,-1.51,1.46,-241,435,57.50127176,-51.02801438,-75.10474819,29,0.14,40,131,-33.1,92.1,33,0.1,-0.55,164,-142,-28,692,784,"B"
0.18,0.03,0.02,32,631,0,0,0,39,-0.75,-0.48,-342,389,56.72886996,-50.15492245,-76.54968883,29,0.13,40,129,-28.9,99.8,41,0.77,-2.28,142,-95,-91,732,797,"B"
0.21,0.03,0,34,627,0,0,0,31,-0.53,-0.52,-382,377,56.36793163,-51.01413272,-76.14751769,29,0.14,52,127,-24.4,107,45,0.88,-2.95,135,-110,-187,773,809,"B"
0.19,0.02,0.02,34,631,0,0,0,36,-0.31,0.11,-409,371,57.28170526,-51.63050817,-74.78869704,30,0.14,44,121,-15.4,118,53,1.19,-3.77,221,-103,-335,793,842,"B"
0.22,0.03,0.02,44,631,0,0,0,34,0.21,-0.25,-427,351,58.52200878,-51.46006873,-73.79518374,29,0.14,48,116,3.36,134,41,1.36,-4.77,132,-116,-539,726,868,"B"
0.19,0.02,0,52,633,0,0,0,34,0.56,-0.57,-387,385,57.18019188,-51.06896598,-75.36304727,29,0.13,40,117,24.2,151,28,1.27,-5.19,13,-148,-672,457,737,"B"
0.18,0.02,0,53,628,0,0,0,37,0.85,-0.23,-315,420,58.90778967,-50.66675296,-74.11719536,29,0.14,38,122,38.4,165,24,1.2,-4.93,26,-164,-663,200,585,"B"
0.16,0.02,-0.03,49,633,0,0,0,38,0.98,-0.25,-300,438,58.20721694,-51.19139465,-74.31664245,29,0.16,46,125,42.4,171,22,1.24,-4.93,-2,-171,-653,133,553,"B"
0.08,0,-0.07,57,631,0,0,0,39,1.16,-0.3,-261,446,56.19149979,-52.07402855,-75.39648275,29,0.14,59,127,45,176,22,1.11,-4.66,-71,-183,-627,32,482,"B"
-0.08,-0.02,-0.05,49,629,0,0,0,36,1.75,-0.87,-22,507,59.52974804,-52.18087208,-72.23334433,29,0.14,42,156,56.7,-143,22,0.85,-3.93,-63,-208,-430,-341,205,"B"
-0.11,-0.02,-0.07,48,627,0,0,0,36,1.83,-0.85,56,522,58.1235044,-51.24940828,-74.34403027,30,0.16,49,165,57,-132,24,0.9,-4.17,-54,-225,-366,-420,134,"B"
-0.13,-0.03,-0.07,51,634,0,0,0,36,1.89,-0.8,94,513,55.95929358,-51.42855091,-76.16184411,29,0.16,53,174,55.9,-120,28,0.88,-4.01,-93,-233,-328,-454,98,"B"
-0.14,-0.03,-0.03,51,619,0,0,0,35,1.94,-0.8,186,512,56.30196737,-51.76740869,-75.5613068,29,0.14,40,-179,54.7,-111,30,0.82,-3.53,-108,-224,-264,-515,54,"B"
